year,odometer,condition,transmission,state,price
2015.0,11000.0,,automatic,pa,6900
2018.0,36218.0,,manual,pa,17980
2019.0,15300.0,like new,automatic,pa,12495
2019.0,25067.0,good,other,pa,25990
2011.0,89585.0,,manual,pa,10922
2009.0,113182.0,,automatic,pa,6995
2011.0,89585.0,,manual,pa,10922
2007.0,66490.0,,automatic,pa,8495
2020.0,307.0,good,other,pa,24990
2020.0,9954.0,good,other,pa,26590
2018.0,28942.0,good,other,pa,18590
2018.0,7885.0,good,other,pa,21590
2020.0,7209.0,good,other,pa,27990
2018.0,35931.0,good,other,pa,19590
1998.0,165000.0,good,manual,pa,3500
2008.0,115988.0,,automatic,pa,6995
2007.0,66490.0,,automatic,pa,8495
2009.0,113182.0,,automatic,pa,6995
1998.0,165000.0,good,manual,pa,3500
2008.0,115988.0,,automatic,pa,6995
2018.0,31547.0,good,other,pa,24990
2015.0,11000.0,,automatic,pa,6900
2013.0,65703.0,good,automatic,pa,9995
2010.0,130000.0,,automatic,pa,3495
2002.0,208000.0,excellent,manual,pa,3000
2017.0,25000.0,excellent,automatic,pa,18000
2013.0,65703.0,good,automatic,pa,9995
2006.0,89872.0,good,manual,pa,6750
2013.0,81552.0,good,other,pa,16590
2011.0,118324.0,,automatic,pa,6995
2018.0,39082.0,good,other,pa,22990
2017.0,11000.0,like new,automatic,pa,16995
2006.0,89872.0,good,manual,pa,6750
2013.0,65703.0,good,automatic,pa,9995
2008.0,166000.0,,automatic,pa,4495
2004.0,177609.0,good,automatic,pa,2800
2018.0,31547.0,good,other,pa,24990
2010.0,160544.0,excellent,automatic,pa,6470
2012.0,123560.0,,automatic,pa,10990
2010.0,160544.0,excellent,automatic,pa,6470
2010.0,160544.0,excellent,automatic,pa,6470
2012.0,151195.0,excellent,automatic,pa,6780
2017.0,54047.0,,automatic,pa,0
2009.0,119000.0,good,automatic,pa,6200
2010.0,160544.0,excellent,automatic,pa,6470
2012.0,151195.0,excellent,automatic,pa,6780
2013.0,81552.0,good,other,pa,16590
2010.0,160544.0,excellent,automatic,pa,6470
2012.0,151195.0,excellent,automatic,pa,6780
2007.0,168000.0,excellent,automatic,pa,4500
2010.0,160544.0,excellent,automatic,pa,6470
2010.0,142590.0,excellent,automatic,pa,6400
2012.0,151195.0,excellent,automatic,pa,6780
2018.0,39082.0,good,other,pa,22990
2009.0,119000.0,good,automatic,pa,6200
2010.0,142590.0,excellent,automatic,pa,6580
2012.0,151195.0,excellent,automatic,pa,6950
2008.0,254000.0,good,automatic,pa,3200
2013.0,20000.0,,automatic,pa,10400
2006.0,172000.0,fair,automatic,pa,3400
2005.0,174218.0,good,manual,pa,3700
2010.0,120000.0,good,automatic,pa,7995
2019.0,25067.0,good,other,pa,25990
2004.0,103000.0,good,automatic,pa,4900
2008.0,0.0,good,automatic,pa,4000
2007.0,142248.0,excellent,automatic,pa,5900
2018.0,40831.0,good,other,pa,35990
2005.0,174218.0,excellent,manual,pa,3700
2005.0,169495.0,good,automatic,pa,2990
2006.0,172000.0,fair,automatic,pa,3600
2020.0,307.0,good,other,pa,24990
2015.0,96.0,excellent,manual,pa,16499
2006.0,172000.0,fair,automatic,pa,3600
2004.0,103145.0,good,automatic,pa,4900
1998.0,131166.0,good,automatic,pa,1100
2007.0,142248.0,excellent,automatic,pa,5900
2005.0,174218.0,excellent,manual,pa,3700
2005.0,303600.0,good,automatic,pa,2500
2008.0,0.0,good,automatic,pa,4000
2005.0,297267.0,excellent,automatic,pa,990
2014.0,149000.0,excellent,automatic,pa,8600
2018.0,31547.0,good,other,pa,24990
2020.0,9954.0,good,other,pa,26590
2020.0,307.0,good,other,pa,24990
2018.0,35931.0,good,other,pa,19590
2015.0,29309.0,,automatic,pa,9999
2013.0,78980.0,good,automatic,pa,9400
2013.0,89200.0,good,automatic,pa,9400
2006.0,166000.0,excellent,automatic,pa,3100
2001.0,168000.0,fair,automatic,pa,1
2017.0,54757.0,good,automatic,pa,0
2019.0,16130.0,,automatic,pa,15499
2007.0,86000.0,,automatic,pa,6995
2010.0,100000.0,,automatic,pa,350
2004.0,145000.0,,automatic,pa,4600
2019.0,25067.0,good,other,pa,25990
2009.0,220000.0,good,automatic,pa,3900
2012.0,123588.0,good,automatic,pa,6750
2010.0,146424.0,good,automatic,pa,6500
2013.0,122325.0,,manual,pa,10900
2015.0,5497.0,excellent,automatic,pa,15400
2011.0,21400.0,excellent,automatic,pa,9800
2014.0,63776.0,good,automatic,pa,6500
2009.0,112000.0,good,automatic,pa,5900
2015.0,63777.0,good,automatic,pa,11800
2013.0,78980.0,good,automatic,pa,9400
2012.0,154400.0,excellent,automatic,pa,6700
2005.0,154804.0,,automatic,pa,3300
2013.0,89200.0,good,automatic,pa,9400
2019.0,5500.0,like new,manual,pa,41000
2020.0,3875.0,,automatic,pa,17900
2015.0,5497.0,excellent,automatic,pa,15400
2011.0,21400.0,excellent,automatic,pa,9800
2009.0,112000.0,good,automatic,pa,5900
2015.0,63777.0,good,automatic,pa,11800
2013.0,78980.0,good,automatic,pa,9400
2009.0,220000.0,,automatic,pa,3900
2011.0,86426.0,good,manual,pa,8499
2020.0,3875.0,,automatic,pa,17900
2005.0,186757.0,,automatic,pa,3300
2011.0,130000.0,excellent,automatic,pa,6950
2013.0,89200.0,good,automatic,pa,9400
2011.0,86426.0,good,manual,pa,8499
2015.0,5497.0,excellent,automatic,pa,15500
2011.0,21400.0,excellent,automatic,pa,9800
2003.0,245136.0,,manual,pa,2600
2009.0,112000.0,good,automatic,pa,5900
2015.0,63777.0,good,automatic,pa,11800
2013.0,78980.0,good,automatic,pa,9400
2013.0,214020.0,,automatic,pa,5480
2020.0,3875.0,,automatic,pa,17900
2006.0,135643.0,,automatic,pa,5400
2009.0,146171.0,,automatic,pa,5900
2013.0,89200.0,good,automatic,pa,8800
2007.0,132230.0,excellent,automatic,pa,3500
2013.0,107988.0,excellent,automatic,pa,8400
2015.0,5497.0,excellent,automatic,pa,15500
2011.0,21400.0,excellent,automatic,pa,9800
2009.0,100000.0,,automatic,pa,1
2020.0,3875.0,,automatic,pa,17900
2005.0,154643.0,,automatic,pa,3700
2009.0,71204.0,excellent,automatic,pa,8995
2014.0,63776.0,excellent,automatic,pa,6000
2009.0,112000.0,good,automatic,pa,5900
2015.0,63777.0,good,automatic,pa,11800
2013.0,78980.0,good,automatic,pa,9400
2013.0,94822.0,,automatic,pa,0
2007.0,138588.0,,automatic,pa,5600
2013.0,89200.0,good,automatic,pa,8800
2008.0,164876.0,,automatic,pa,4500
2020.0,3875.0,,automatic,pa,17900
2013.0,89700.0,excellent,automatic,pa,9000
2007.0,374000.0,good,automatic,pa,1000
2018.0,31547.0,good,other,pa,24990
2011.0,106063.0,good,automatic,pa,6500
2001.0,55708.0,excellent,automatic,pa,4000
2018.0,36218.0,,manual,pa,17980
2018.0,38104.0,,automatic,pa,18200
1999.0,205000.0,fair,manual,pa,2000
2018.0,40831.0,good,other,pa,35990
2015.0,72943.0,,,pa,13995
2009.0,106000.0,excellent,automatic,pa,7000
2018.0,34933.0,good,automatic,pa,17950
2008.0,113868.0,,manual,pa,5985
2002.0,190818.0,excellent,manual,pa,3800
2010.0,157376.0,excellent,automatic,pa,5200
2019.0,15300.0,like new,automatic,pa,12495
2011.0,89585.0,,manual,pa,10922
2004.0,163519.0,good,automatic,pa,3999
2015.0,11000.0,,automatic,pa,6900
2013.0,63731.0,,automatic,pa,12895
2018.0,33876.0,good,other,pa,19990
2008.0,55929.0,good,automatic,pa,8995
2018.0,13034.0,good,other,pa,36990
2003.0,86000.0,,automatic,pa,4900
2005.0,123000.0,excellent,automatic,pa,4495
2010.0,152000.0,,manual,pa,8000
2017.0,65906.0,,automatic,pa,19995
2012.0,119818.0,,automatic,pa,6500
2002.0,190818.0,excellent,manual,pa,3800
2010.0,157376.0,excellent,automatic,pa,5500
2014.0,48374.0,good,other,pa,15990
2020.0,2024.0,good,other,pa,26590
2006.0,232107.0,,automatic,pa,2995
2020.0,818.0,good,other,pa,42590
2014.0,96519.0,good,automatic,pa,6855
2007.0,78750.0,,automatic,pa,7800
2005.0,123000.0,excellent,automatic,pa,4495
2009.0,113182.0,,automatic,pa,6995
2003.0,123000.0,fair,automatic,pa,2750
2012.0,119818.0,,automatic,pa,6900
2005.0,123000.0,excellent,automatic,pa,4495
2010.0,157376.0,excellent,automatic,pa,5500
2015.0,11000.0,,automatic,pa,6900
2009.0,98000.0,good,automatic,pa,6995
2013.0,111579.0,like new,automatic,pa,8200
2011.0,106770.0,excellent,automatic,pa,6200
2015.0,73738.0,like new,automatic,pa,10999
2012.0,87338.0,good,other,pa,13590
2019.0,40319.0,good,other,pa,24590
2018.0,38104.0,,,pa,18200
2011.0,72099.0,like new,automatic,pa,10400
2014.0,45700.0,like new,automatic,pa,11900
2008.0,291000.0,good,automatic,pa,2500
2012.0,91146.0,like new,automatic,pa,11900
2013.0,81552.0,good,other,pa,16590
2011.0,140151.0,,automatic,pa,5700
2007.0,170000.0,good,automatic,pa,3300
2018.0,28942.0,good,other,pa,18590
2020.0,307.0,good,other,pa,24990
2015.0,43000.0,excellent,automatic,pa,14900
2011.0,72099.0,like new,automatic,pa,10400
2020.0,9004.0,good,other,pa,28990
2018.0,40831.0,good,other,pa,35990
2014.0,45700.0,like new,automatic,pa,12900
2012.0,91146.0,like new,automatic,pa,11900
2018.0,28942.0,good,other,pa,18590
2019.0,40217.0,good,automatic,pa,18995
2014.0,83309.0,excellent,manual,pa,20500
2013.0,81552.0,good,other,pa,16590
2007.0,113000.0,good,automatic,pa,6395
2004.0,106000.0,good,manual,pa,5500
2018.0,39082.0,good,other,pa,22990
2019.0,15522.0,good,other,pa,19990
2008.0,149151.0,good,automatic,pa,4500
2014.0,108000.0,fair,automatic,pa,7900
2016.0,33711.0,good,automatic,pa,15980
2013.0,81552.0,good,other,pa,16590
2014.0,96519.0,good,automatic,pa,6855
2011.0,72099.0,like new,automatic,pa,10400
2001.0,136000.0,good,automatic,pa,4300
2014.0,45700.0,like new,automatic,pa,11900
2012.0,105000.0,excellent,automatic,pa,7995
2012.0,91146.0,like new,automatic,pa,11900
2013.0,81552.0,good,other,pa,16590
2001.0,136000.0,good,automatic,pa,4300
2018.0,31547.0,good,other,pa,24990
2006.0,167682.0,excellent,automatic,pa,5950
2005.0,134600.0,excellent,automatic,pa,5800
2009.0,107270.0,excellent,automatic,pa,6950
2009.0,160988.0,excellent,automatic,pa,5400
2002.0,210000.0,fair,manual,pa,1800
2020.0,14000.0,excellent,manual,pa,28995
2008.0,193000.0,good,automatic,pa,3500
1999.0,156577.0,good,automatic,pa,2200
2010.0,160544.0,excellent,automatic,pa,6470
2012.0,151195.0,excellent,automatic,pa,6780
2009.0,119000.0,good,automatic,pa,6200
2019.0,33053.0,,manual,pa,0
2013.0,81552.0,good,other,pa,16590
2016.0,63590.0,,automatic,pa,0
2010.0,160544.0,excellent,automatic,pa,6470
2012.0,151195.0,excellent,automatic,pa,6780
2017.0,54047.0,,automatic,pa,0
2007.0,147000.0,good,manual,pa,6500
2005.0,134600.0,excellent,automatic,pa,5800
2009.0,107270.0,excellent,automatic,pa,6950
2009.0,160988.0,excellent,automatic,pa,5400
2018.0,39082.0,good,other,pa,22990
2009.0,119000.0,good,automatic,pa,6200
2015.0,37570.0,,other,pa,13900
2004.0,103000.0,,automatic,ri,4800
2007.0,107150.0,,automatic,ri,5950
2007.0,133000.0,,automatic,ri,5200
2012.0,125000.0,like new,automatic,ri,8400
2009.0,107000.0,like new,automatic,ri,6850
2019.0,25067.0,good,other,ri,25990
2010.0,157000.0,new,automatic,ri,5495
1999.0,134500.0,,automatic,ri,2499
2010.0,157000.0,new,automatic,ri,5495
2018.0,13034.0,good,other,ri,36990
2020.0,307.0,good,other,ri,24990
2005.0,160000.0,fair,automatic,ri,1800
2011.0,104000.0,excellent,automatic,ri,7988
2020.0,818.0,good,other,ri,42590
2017.0,31492.0,like new,automatic,ri,19500
2007.0,139600.0,excellent,automatic,ri,3950
2008.0,160000.0,good,automatic,ri,3800
2010.0,157000.0,new,automatic,ri,5495
2012.0,125000.0,like new,automatic,ri,8400
2004.0,190000.0,good,automatic,ri,2000
2011.0,104000.0,excellent,automatic,ri,7988
2008.0,191091.0,excellent,automatic,ri,5499
2009.0,139000.0,,manual,ri,6499
2014.0,72976.0,,other,ri,11495
2012.0,125000.0,like new,automatic,ri,8400
2007.0,180000.0,excellent,automatic,sc,3995
2019.0,25067.0,good,other,sc,25990
2011.0,44000.0,excellent,automatic,sc,12900
2018.0,40831.0,good,other,sc,35990
2020.0,9954.0,good,other,sc,26590
2018.0,28942.0,good,other,sc,18590
2005.0,138000.0,excellent,automatic,sc,3900
2017.0,26612.0,,,sc,17988
2019.0,13702.0,good,other,sc,24590
1995.0,226100.0,good,manual,sc,1800
2018.0,44802.0,like new,automatic,sc,14995
2010.0,156000.0,good,automatic,sc,4450
2013.0,192541.0,,automatic,sc,0
2013.0,17569.0,like new,automatic,sc,15900
2020.0,9954.0,good,other,sc,26590
2018.0,28942.0,good,other,sc,18590
2019.0,18806.0,good,automatic,sc,19990
2015.0,77000.0,,automatic,sc,10000
2012.0,123000.0,good,automatic,sc,7500
2019.0,3436.0,,,sc,21988
2011.0,167000.0,good,automatic,sc,5300
2013.0,81552.0,good,other,sc,16590
2006.0,252009.0,,manual,sc,5000
1998.0,178000.0,good,manual,sc,1750
2012.0,166400.0,,automatic,sc,0
2019.0,53000.0,excellent,automatic,sc,14999
2019.0,25067.0,good,other,sc,25990
2001.0,169000.0,good,automatic,sc,2500
2019.0,41123.0,excellent,automatic,sc,15900
2017.0,35123.0,excellent,automatic,sc,14900
2018.0,40831.0,good,other,sc,35990
2013.0,192541.0,,automatic,sc,0
2003.0,276333.0,good,automatic,sc,2962
2020.0,9954.0,good,other,sc,26590
2018.0,28942.0,good,other,sc,18590
2020.0,7209.0,good,other,sc,27990
2017.0,63000.0,excellent,automatic,sc,13999
2012.0,213441.0,excellent,automatic,sc,9999
2003.0,244000.0,good,automatic,sc,1700
2019.0,8000.0,excellent,manual,sc,16499
2020.0,9234.0,excellent,automatic,sc,18750
2018.0,28123.0,excellent,automatic,sc,14995
2012.0,111000.0,excellent,automatic,sc,8700
2006.0,152913.0,,,sc,6998
2015.0,130000.0,excellent,automatic,sc,9990
2018.0,26000.0,excellent,automatic,sc,15499
2014.0,95330.0,excellent,automatic,sc,11873
2017.0,26612.0,,automatic,sc,17488
2018.0,26123.0,excellent,automatic,sc,15400
2019.0,8123.0,excellent,automatic,sc,16400
2019.0,3436.0,,,sc,21988
2012.0,120800.0,,automatic,sc,0
2015.0,68500.0,excellent,automatic,sc,11350
2020.0,9954.0,good,other,sc,26590
2014.0,127031.0,like new,automatic,sc,11994
2012.0,72299.0,good,other,sc,17990
1992.0,103000.0,excellent,manual,sc,4000
2009.0,238248.0,good,automatic,sc,4200
2013.0,81552.0,good,other,sc,16590
2018.0,18054.0,good,manual,sc,36744
2008.0,225000.0,fair,automatic,sd,1900
2001.0,162000.0,fair,automatic,sd,2599
2007.0,150000.0,,automatic,tn,2900
2012.0,99000.0,excellent,manual,tn,12000
2018.0,49242.0,,manual,tn,25850
2011.0,93000.0,good,automatic,tn,7500
2012.0,72299.0,good,other,tn,17990
2012.0,154000.0,excellent,automatic,tn,5500
2013.0,125000.0,good,automatic,tn,8500
2003.0,175664.0,good,automatic,tn,850
2013.0,139975.0,,manual,tn,0
2019.0,38150.0,,automatic,tn,23999
2012.0,72299.0,good,other,tn,17990
2019.0,38150.0,,automatic,tn,23999
2016.0,50131.0,,automatic,tn,3000
2013.0,100853.0,,automatic,tn,1900
2017.0,27374.0,excellent,automatic,tn,16500
2016.0,50131.0,,automatic,tn,3000
2013.0,100853.0,,automatic,tn,1900
2007.0,130474.0,,manual,tn,11990
2010.0,153000.0,excellent,automatic,tn,4500
2015.0,101996.0,excellent,automatic,tn,13973
2016.0,114000.0,excellent,automatic,tn,12841
2007.0,150000.0,,automatic,tn,2900
2015.0,70425.0,like new,automatic,tn,13385
2015.0,70425.0,,automatic,tn,13432
2013.0,167700.0,,automatic,tn,9661
2018.0,44000.0,,automatic,tn,22900
2019.0,19100.0,,automatic,tn,21900
2014.0,102900.0,,manual,tn,11990
2014.0,105301.0,,manual,tn,14990
2013.0,92280.0,good,other,tn,17990
2018.0,41500.0,,automatic,tn,18988
2019.0,7742.0,,automatic,tn,18987
2018.0,40831.0,good,other,tn,35990
2019.0,9935.0,,automatic,tn,22988
2018.0,34000.0,excellent,automatic,tn,13750
2015.0,111000.0,excellent,manual,tn,12000
2016.0,60893.0,like new,automatic,tn,16995
2014.0,105301.0,,manual,tn,14990
2020.0,9954.0,good,other,tn,26590
2018.0,7885.0,good,other,tn,21590
2018.0,35931.0,good,other,tn,19590
2020.0,7209.0,good,other,tn,27990
2013.0,73268.0,,automatic,tn,12162
2017.0,41027.0,,automatic,tn,18952
2012.0,105636.0,,automatic,tn,10991
2018.0,41500.0,,automatic,tn,18988
2014.0,105301.0,,manual,tn,14990
2011.0,138367.0,,automatic,tn,7492
2013.0,186870.0,excellent,automatic,tn,5999
2012.0,82848.0,good,other,tn,8590
2009.0,242000.0,good,manual,tn,3980
2014.0,105301.0,,manual,tn,14990
2010.0,128456.0,,automatic,tn,7649
2012.0,150016.0,,automatic,tn,7992
2019.0,11975.0,,manual,tn,24388
2010.0,114000.0,,automatic,tn,0
2018.0,24497.0,,automatic,tn,34255
2010.0,159987.0,excellent,automatic,tn,3500
2015.0,70425.0,like new,automatic,tn,13983
2018.0,34000.0,excellent,automatic,tn,13750
2014.0,105301.0,,manual,tn,14990
2019.0,22104.0,,manual,tn,24498
2013.0,186870.0,excellent,automatic,tn,5999
2017.0,78616.0,,automatic,tn,17450
2007.0,130474.0,,manual,tn,11990
2010.0,155030.0,excellent,automatic,tn,7500
2010.0,128456.0,,automatic,tn,6989
2012.0,150016.0,,automatic,tn,7992
2017.0,22545.0,,automatic,tn,0
2018.0,16050.0,,automatic,tn,20529
2018.0,51319.0,,manual,tn,34489
2012.0,220213.0,good,automatic,tn,6871
2012.0,75220.0,excellent,automatic,tn,12000
2006.0,139000.0,,automatic,tn,250
2014.0,120703.0,,automatic,tn,12888
2012.0,72299.0,good,other,tn,17990
2010.0,105000.0,,manual,tn,7995
2001.0,1.0,,manual,tn,2499
2018.0,34529.0,,automatic,tn,20998
2019.0,26327.0,,automatic,tn,23550
2015.0,101996.0,excellent,automatic,tn,13973
2014.0,55426.0,,automatic,tn,17959
2018.0,29493.0,,automatic,tn,18986
2013.0,133000.0,excellent,automatic,tn,9000
2014.0,55426.0,,automatic,tn,17959
1998.0,179000.0,good,manual,tn,2800
2007.0,150000.0,,automatic,tn,2900
2012.0,89000.0,excellent,automatic,tn,9500
2002.0,202050.0,good,automatic,tn,3200
2018.0,40831.0,good,other,tn,35990
2018.0,31547.0,good,other,tn,24990
2013.0,139975.0,,manual,tn,0
2008.0,102000.0,excellent,manual,tn,8200
2014.0,83443.0,like new,automatic,tn,2000
2017.0,94713.0,,automatic,tn,4000
2015.0,66420.0,,automatic,tn,12499
2012.0,54334.0,,automatic,tn,11990
2003.0,82165.0,,automatic,tn,7990
2012.0,128560.0,excellent,automatic,tn,8700
2019.0,21000.0,like new,automatic,tn,12500
2013.0,81000.0,good,automatic,tn,9895
2018.0,13034.0,good,other,tn,36990
2018.0,47403.0,,automatic,tn,17999
2020.0,9954.0,good,other,tn,26590
2011.0,131939.0,,,tn,10850
2015.0,61887.0,good,automatic,tn,12900
2012.0,128560.0,excellent,automatic,tn,8700
2015.0,88000.0,excellent,automatic,tn,9900
2018.0,47403.0,,automatic,tn,17999
2010.0,152122.0,,automatic,tn,5285
2014.0,84615.0,,automatic,tn,11995
2015.0,105290.0,,automatic,tn,15995
1997.0,280.0,good,manual,tn,10
2018.0,34000.0,excellent,automatic,tn,13750
2020.0,9954.0,good,other,tn,26590
2018.0,7885.0,good,other,tn,21590
2018.0,35931.0,good,other,tn,19590
2011.0,163899.0,,automatic,tn,6250
2018.0,34000.0,excellent,automatic,tn,13750
2011.0,75000.0,salvage,automatic,tn,4000
2017.0,81665.0,,automatic,tn,16995
2012.0,180500.0,excellent,automatic,tn,5950
2010.0,128171.0,,automatic,tn,8995
2018.0,66365.0,,automatic,tx,16998
2017.0,64444.0,,automatic,tx,14958
2015.0,83091.0,good,automatic,tx,9900
2012.0,172000.0,good,automatic,tx,5900
2015.0,44848.0,,,tx,20551
2008.0,116000.0,,automatic,tx,6945
2004.0,108692.0,excellent,automatic,tx,5600
2019.0,20641.0,,automatic,tx,21991
2009.0,96000.0,,manual,tx,5800
2004.0,160927.0,good,automatic,tx,3400
2019.0,25067.0,good,other,tx,25990
2010.0,93190.0,excellent,automatic,tx,8950
2007.0,86000.0,,automatic,tx,7450
2018.0,17745.0,good,other,tx,37590
2004.0,147000.0,like new,automatic,tx,4250
2012.0,92000.0,like new,automatic,tx,8850
2012.0,140500.0,fair,automatic,tx,4600
2019.0,20000.0,,automatic,tx,17500
2012.0,105315.0,,automatic,tx,6995
2003.0,190517.0,excellent,automatic,tx,3995
2017.0,7058.0,,automatic,tx,6950
2010.0,100000.0,,automatic,tx,4900
1987.0,120000.0,fair,manual,tx,1800
2014.0,74176.0,excellent,automatic,tx,8499
2018.0,26342.0,excellent,automatic,tx,0
2015.0,74300.0,excellent,automatic,tx,12000
2014.0,92000.0,,automatic,tx,1800
2020.0,9954.0,good,other,tx,26590
2014.0,70000.0,,manual,tx,7500
2006.0,200000.0,,automatic,tx,4995
2018.0,13034.0,good,other,tx,36990
2015.0,60840.0,,automatic,tx,14249
2015.0,125000.0,good,automatic,tx,7500
2015.0,60840.0,,automatic,tx,14299
2006.0,112515.0,,automatic,tx,5500
2013.0,79900.0,,automatic,tx,1500
2008.0,114000.0,excellent,automatic,tx,5500
2018.0,47829.0,good,other,tx,22990
2015.0,73500.0,excellent,automatic,tx,12000
2020.0,9954.0,good,other,tx,26590
2018.0,21610.0,,automatic,tx,19995
2014.0,44747.0,good,other,tx,15990
2019.0,14469.0,like new,automatic,tx,25995
2011.0,80000.0,,other,tx,12345
2017.0,55721.0,good,automatic,tx,20590
2014.0,63886.0,,automatic,tx,10992
2012.0,87338.0,good,other,tx,13590
2005.0,130882.0,excellent,automatic,tx,5250
2018.0,42786.0,,automatic,tx,21907
2019.0,11414.0,,manual,tx,23930
2015.0,77726.0,good,other,tx,14990
2005.0,142000.0,fair,automatic,tx,2200
2016.0,52771.0,excellent,automatic,tx,11600
2019.0,94030.0,,automatic,tx,0
2015.0,108753.0,,automatic,tx,12921
2019.0,19980.0,like new,automatic,tx,19988
2013.0,54419.0,good,other,tx,17990
2019.0,6964.0,good,other,tx,38990
2014.0,13956.0,good,other,tx,16990
2008.0,137000.0,fair,manual,tx,3000
2009.0,157000.0,good,automatic,tx,4400
2016.0,62429.0,excellent,automatic,tx,10998
2010.0,110663.0,good,automatic,tx,5900
1997.0,217000.0,good,manual,tx,1500
2005.0,142135.0,excellent,automatic,tx,3950
2011.0,94030.0,,automatic,tx,0
2007.0,112970.0,fair,automatic,tx,3000
2019.0,25067.0,good,other,tx,25990
2018.0,17745.0,good,other,tx,37590
2013.0,111710.0,,automatic,tx,13991
2005.0,133000.0,good,automatic,tx,3000
2012.0,90293.0,good,manual,tx,14500
2017.0,29000.0,like new,manual,tx,24000
2006.0,165000.0,good,automatic,tx,3700
2009.0,149000.0,excellent,automatic,tx,6495
2010.0,142131.0,excellent,automatic,tx,0
2013.0,72496.0,excellent,automatic,tx,12900
2005.0,59000.0,,automatic,tx,5900
2003.0,134000.0,,automatic,tx,2995
2010.0,104731.0,good,automatic,tx,8495
2015.0,44848.0,,,tx,20551
2020.0,10447.0,good,automatic,tx,0
2008.0,123034.0,,automatic,tx,8995
2017.0,33112.0,excellent,automatic,tx,18700
2018.0,23787.0,good,other,tx,18590
2008.0,123034.0,,automatic,tx,8995
2000.0,90200.0,good,automatic,tx,4000
2019.0,34310.0,,automatic,tx,12300
2019.0,34310.0,,automatic,tx,12300
2019.0,34310.0,,automatic,tx,12300
2010.0,184000.0,excellent,automatic,tx,3995
2018.0,38000.0,excellent,manual,tx,15500
2019.0,49100.0,,manual,tx,11950
2008.0,123034.0,,automatic,tx,8995
2018.0,38000.0,excellent,manual,tx,15500
2015.0,17649.0,good,other,tx,15990
2013.0,94058.0,good,automatic,tx,0
2019.0,49100.0,,manual,tx,11950
2006.0,284103.0,good,manual,tx,9995
1993.0,188433.0,good,automatic,tx,4995
2018.0,18169.0,good,other,tx,18990
2008.0,125800.0,good,manual,tx,7000
2013.0,75000.0,excellent,automatic,tx,8000
2015.0,112000.0,,automatic,tx,0
2004.0,169000.0,good,automatic,tx,2850
2012.0,128989.0,,automatic,tx,6950
2012.0,187000.0,excellent,automatic,tx,5900
2010.0,112000.0,like new,automatic,tx,5990
2008.0,125000.0,good,automatic,tx,3400
2014.0,25724.0,good,other,tx,21590
2017.0,48000.0,excellent,automatic,tx,13500
2004.0,90500.0,like new,manual,tx,5800
2014.0,87325.0,,automatic,tx,11791
2017.0,61625.0,excellent,automatic,tx,20772
2018.0,51361.0,,automatic,tx,17499
2008.0,109424.0,good,automatic,tx,5900
2005.0,172000.0,good,automatic,tx,3650
2007.0,118268.0,good,automatic,tx,6600
2009.0,73000.0,,automatic,tx,1495
2015.0,50100.0,,automatic,tx,13983
2018.0,55000.0,like new,automatic,tx,10900
2013.0,89600.0,excellent,automatic,tx,8900
2012.0,85800.0,excellent,automatic,tx,9500
2015.0,94521.0,,automatic,tx,11488
2013.0,92280.0,good,other,tx,17990
2008.0,170000.0,excellent,automatic,tx,3500
2014.0,91845.0,good,automatic,tx,12995
2002.0,176107.0,good,automatic,tx,3995
2007.0,200000.0,excellent,automatic,tx,4100
2011.0,125000.0,excellent,automatic,tx,6995
2018.0,40831.0,good,other,tx,35990
2007.0,109331.0,,automatic,tx,0
2014.0,67007.0,,automatic,tx,12983
2008.0,130000.0,excellent,automatic,tx,3500
2013.0,120000.0,,automatic,tx,1500
2011.0,90482.0,,automatic,tx,8983
2017.0,61659.0,,manual,tx,21495
2018.0,18186.0,,other,tx,0
2012.0,46903.0,,automatic,tx,13991
2016.0,122828.0,,,tx,11995
2012.0,88555.0,excellent,manual,tx,12500
2015.0,74000.0,excellent,automatic,tx,12000
2017.0,29319.0,good,other,tx,16590
2020.0,18865.0,,automatic,tx,27995
2013.0,88519.0,,automatic,tx,12995
1999.0,200000.0,good,manual,tx,1995
2002.0,185000.0,,manual,tx,3950
2001.0,206000.0,good,automatic,tx,2300
2018.0,36300.0,,automatic,tx,17950
2017.0,34910.0,good,other,tx,18590
2011.0,171438.0,,automatic,tx,7300
2018.0,67374.0,excellent,manual,tx,0
2014.0,72000.0,excellent,manual,tx,0
2010.0,160000.0,,automatic,tx,4900
2012.0,86000.0,good,automatic,tx,5600
2016.0,72548.0,like new,automatic,tx,0
2015.0,60840.0,,automatic,tx,14249
2016.0,72548.0,like new,automatic,tx,0
2009.0,200000.0,,automatic,tx,4485
2016.0,45356.0,like new,automatic,tx,17995
2006.0,161832.0,,manual,tx,4995
2012.0,105315.0,,automatic,tx,6995
2008.0,231000.0,good,manual,tx,4599
2010.0,139724.0,like new,automatic,tx,5999
2013.0,163000.0,excellent,automatic,tx,6300
2016.0,72548.0,like new,automatic,tx,0
2020.0,18865.0,,automatic,tx,27995
2014.0,44747.0,good,other,tx,15990
2018.0,67500.0,like new,manual,tx,0
2012.0,106554.0,excellent,automatic,tx,8795
2019.0,2066.0,good,other,tx,39590
2013.0,36497.0,excellent,automatic,tx,13980
2016.0,72548.0,like new,automatic,tx,0
2019.0,14469.0,like new,automatic,tx,25995
2016.0,72548.0,like new,automatic,tx,0
